"dataset1","dataset2","distance"
synthetic_control,waveform-5000,9.254898245184409
synthetic_control,wine-quality-white,8.400866296828832
synthetic_control,wine,6.773403307945175
synthetic_control,zoo,6.004376837068558
tae,abalone,5.418258616513788
tae,artificial-characters,9.273797498812703
tae,balance-scale,3.6370437390737567
tae,breast-tissue,4.15338661645323
tae,car,4.284501816717896
tae,cardiotocography,5.442857762455556
tae,cmc,3.9684134059450358
tae,cnae-9,7.899986897381527
tae,collins,7.4719000444988986
tae,covertype,9.249101547230412
tae,desharnais,3.7128897751525036
tae,diggle_table_a2,3.274554187322739
tae,ecoli,5.097656082072989
tae,energy-efficiency,7.586624962807489
tae,eye_movements,8.736654056642145
tae,fabert,9.077886856990025
tae,fars,9.102154395874576
tae,fashion-mnist,9.139038454933829
tae,gas-drift-different-concentrations,6.519220044923018
tae,gas-drift,6.788232494113687
tae,gina_prior2,8.071904378025991
tae,glass,2.7643952707379875
tae,har,7.796645679693188
tae,hayes-roth,4.279951490563287
tae,heart-long-beach,3.8065470208986483
tae,heart-switzerland,2.578104217671833
tae,helena,9.24778408089041
tae,indian_pines,8.655743144963049
tae,iris,4.714139099555666
tae,jannis,9.249704388742684
tae,japanesevowels,5.696024333398554
tae,jungle_chess_2pcs_endgame_panther_elephant,5.9087502050828276
tae,jungle_chess_2pcs_raw_endgame_complete,8.56075585762759
tae,leaf,6.1411113975233205
tae,led-display-domain-7digit,6.322672951399929
tae,mfeat-factors,4.122064911591227
tae,mfeat-fourier,3.693929639846017
tae,mfeat-karhunen,3.426192979050512
tae,mfeat-morphological,5.146806322784967
tae,mfeat-pixel,4.683140413474912
tae,microaggregation2,8.585793685774401
tae,nursery,6.789436136061352
tae,page-blocks,6.067423250919999
tae,pokerhand,9.249099341306028
tae,popularkids,2.5049457351752134
tae,prnn_fglass,2.76439527073797
tae,prnn_viruses,4.871582775989203
tae,rmftsa_sleepdata,2.6476829087589557
tae,robot-failures-lp1,4.778721354287724
tae,robot-failures-lp5,4.980844259080727
tae,satimage,7.817574677972259
tae,seeds,5.567793568212792
tae,segment,5.586142659107005
tae,seismic-bumps,5.567793568212792
tae,semeion,4.722626493786027
tae,shuttle,9.248833721682212
tae,spectrometer,6.142975203464904
tae,steel-plates-fault,4.991880980688189
tae,synthetic_control,5.274164613113917
tae,tae,0.0
tae,tamilnadu-electricity,9.188995802929945
tae,teachingassistant,4.159800987950063
tae,thyroid-allbp,5.972779912838965
tae,thyroid-allhyper,5.972779912838965
tae,user-knowledge,5.577748919155637
tae,vehicle,4.608808532224051
tae,vertebra-column,5.585026981244796
tae,volcanoes-a1,4.603592563544679
tae,volcanoes-a3,5.195346222866933
tae,volcanoes-a4,4.310637020791566
tae,volcanoes-d1,9.249101160422544
tae,wall-robot-navigation,3.2498506740112783
tae,waveform-5000,8.548781053237665
tae,wine-quality-white,6.9964591861446905
tae,wine,4.7564466887765136
tae,zoo,6.3025035125915325
tamilnadu-electricity,abalone,8.983872399402129
tamilnadu-electricity,artificial-characters,11.899483485673477
tamilnadu-electricity,balance-scale,8.702843687713846
tamilnadu-electricity,breast-tissue,8.682170678617112
tamilnadu-electricity,car,9.045716275781492
tamilnadu-electricity,cardiotocography,8.869525809553377
tamilnadu-electricity,cmc,9.067047787353038
tamilnadu-electricity,cnae-9,10.42091308121021
tamilnadu-electricity,collins,10.586742627924874
tamilnadu-electricity,covertype,11.856869130785128
tamilnadu-electricity,desharnais,8.869311954265605
tamilnadu-electricity,diggle_table_a2,9.277494917262397
tamilnadu-electricity,ecoli,8.850790486991803
tamilnadu-electricity,energy-efficiency,10.080207623757047
tamilnadu-electricity,eye_movements,11.738287692620798
tamilnadu-electricity,fabert,11.752280553296796
tamilnadu-electricity,fars,11.695034422000383
tamilnadu-electricity,fashion-mnist,11.717529073649404
tamilnadu-electricity,gas-drift-different-concentrations,10.035596063885805
tamilnadu-electricity,gas-drift,10.062871970733026
tamilnadu-electricity,gina_prior2,10.918867058007525
tamilnadu-electricity,glass,8.354175953307566
tamilnadu-electricity,har,10.22960756867706
tamilnadu-electricity,hayes-roth,8.673384434263207
tamilnadu-electricity,heart-long-beach,9.16124020662618
tamilnadu-electricity,heart-switzerland,9.127627861384896
tamilnadu-electricity,helena,11.85986995624622
tamilnadu-electricity,indian_pines,11.662787809896791
tamilnadu-electricity,iris,10.01804565629457
tamilnadu-electricity,jannis,11.853485639253913
tamilnadu-electricity,japanesevowels,8.591441638250316
tamilnadu-electricity,jungle_chess_2pcs_endgame_panther_elephant,9.073704137845047
tamilnadu-electricity,jungle_chess_2pcs_raw_endgame_complete,11.109471102223672
tamilnadu-electricity,leaf,9.723967757240295
tamilnadu-electricity,led-display-domain-7digit,9.873769128253567
tamilnadu-electricity,mfeat-factors,8.875510991209843
tamilnadu-electricity,mfeat-fourier,8.475946689809
tamilnadu-electricity,mfeat-karhunen,8.79135919095752
tamilnadu-electricity,mfeat-morphological,8.82518094726218
tamilnadu-electricity,mfeat-pixel,9.539255158120147
tamilnadu-electricity,microaggregation2,11.489367097502155
tamilnadu-electricity,nursery,10.47123863168514
tamilnadu-electricity,page-blocks,9.496759336643246
tamilnadu-electricity,pokerhand,11.85607566172402
tamilnadu-electricity,popularkids,8.664679045110104
tamilnadu-electricity,prnn_fglass,8.354175953307557
tamilnadu-electricity,prnn_viruses,8.62754392291241
tamilnadu-electricity,rmftsa_sleepdata,8.495593801242926
tamilnadu-electricity,robot-failures-lp1,8.813277622697415
tamilnadu-electricity,robot-failures-lp5,8.828426634696736
tamilnadu-electricity,satimage,10.149729974369134
tamilnadu-electricity,seeds,9.018681177530716
tamilnadu-electricity,segment,8.327037130428286
tamilnadu-electricity,seismic-bumps,9.018681177530716
tamilnadu-electricity,semeion,8.935312631219047
tamilnadu-electricity,shuttle,11.857682654003245
tamilnadu-electricity,spectrometer,9.558010421497173
tamilnadu-electricity,steel-plates-fault,9.304999025529748
tamilnadu-electricity,synthetic_control,9.698887002286192
tamilnadu-electricity,tae,9.188995802929945
tamilnadu-electricity,tamilnadu-electricity,0.0
tamilnadu-electricity,teachingassistant,8.469446494834164
tamilnadu-electricity,thyroid-allbp,9.34698821505491
tamilnadu-electricity,thyroid-allhyper,9.34698821505491
tamilnadu-electricity,user-knowledge,9.10691099796297
tamilnadu-electricity,vehicle,8.88297467054907
tamilnadu-electricity,vertebra-column,8.999332221270489
tamilnadu-electricity,volcanoes-a1,9.81044604664994
tamilnadu-electricity,volcanoes-a3,8.910578594748888
tamilnadu-electricity,volcanoes-a4,8.867325476521426
tamilnadu-electricity,volcanoes-d1,11.856870836234577
tamilnadu-electricity,wall-robot-navigation,7.524151198288283
tamilnadu-electricity,waveform-5000,10.882698867560862
tamilnadu-electricity,wine-quality-white,9.95078484594764
tamilnadu-electricity,wine,8.702191179770146
tamilnadu-electricity,zoo,9.900835621276679
teachingassistant,abalone,6.381454574586276
teachingassistant,artificial-characters,9.15460048326665
teachingassistant,balance-scale,4.915001888575219
teachingassistant,breast-tissue,4.656644947424532
teachingassistant,car,5.159042049799085
teachingassistant,cardiotocography,5.334883547149419
teachingassistant,cmc,5.215167003814888
teachingassistant,cnae-9,6.137970578121623
teachingassistant,collins,8.2051108089784
teachingassistant,covertype,9.528016578777992
teachingassistant,desharnais,4.575174113108934
teachingassistant,diggle_table_a2,5.284499172984507
teachingassistant,ecoli,5.719996837224726
teachingassistant,energy-efficiency,7.639966338801739
teachingassistant,eye_movements,8.88495975752085
teachingassistant,fabert,9.58674797841443
teachingassistant,fars,9.468700581142976
teachingassistant,fashion-mnist,9.54623664826837
teachingassistant,gas-drift-different-concentrations,7.254962382868734
teachingassistant,gas-drift,7.524240924180978
teachingassistant,gina_prior2,8.517092386924114
teachingassistant,glass,2.77561440598905
teachingassistant,har,8.820617943773788
teachingassistant,hayes-roth,3.9717148776038695
teachingassistant,heart-long-beach,4.9181408583408786
teachingassistant,heart-switzerland,4.063094281795244
teachingassistant,helena,9.523748000409501
teachingassistant,indian_pines,8.334528979070399
teachingassistant,iris,6.544468301127496
teachingassistant,jannis,9.531459743273837
teachingassistant,japanesevowels,7.472133098510701
teachingassistant,jungle_chess_2pcs_endgame_panther_elephant,7.027383085769639
teachingassistant,jungle_chess_2pcs_raw_endgame_complete,9.239345236806097
teachingassistant,leaf,7.307618462003326
teachingassistant,led-display-domain-7digit,6.8744365688975355
teachingassistant,mfeat-factors,5.9839816996952955
teachingassistant,mfeat-fourier,5.095662730141899
teachingassistant,mfeat-karhunen,5.279093686911469
teachingassistant,mfeat-morphological,5.214465868475372
teachingassistant,mfeat-pixel,6.022231482863202
teachingassistant,microaggregation2,8.447635512799184
teachingassistant,nursery,7.033392744900498
teachingassistant,page-blocks,6.111651134528473
teachingassistant,pokerhand,9.533263430132049
teachingassistant,popularkids,3.699692956350615
teachingassistant,prnn_fglass,2.7756144059890038
teachingassistant,prnn_viruses,4.77545471736468
teachingassistant,rmftsa_sleepdata,3.100320448609417
teachingassistant,robot-failures-lp1,5.128356868185685
teachingassistant,robot-failures-lp5,5.058867248923776
teachingassistant,satimage,7.536240820105977
teachingassistant,seeds,5.749147709154604
teachingassistant,segment,5.484593649355474
teachingassistant,seismic-bumps,5.749147709154604
teachingassistant,semeion,5.199669110175603
teachingassistant,shuttle,9.526998015700142
teachingassistant,spectrometer,6.394002399383998
teachingassistant,steel-plates-fault,4.852460071666938
teachingassistant,synthetic_control,5.4129123658959655
teachingassistant,tae,4.159800987950063
teachingassistant,tamilnadu-electricity,8.469446494834164
teachingassistant,teachingassistant,0.0
teachingassistant,thyroid-allbp,6.070183829342089
teachingassistant,thyroid-allhyper,6.070183829342089
teachingassistant,user-knowledge,5.817189425029322
teachingassistant,vehicle,4.836947752888383
teachingassistant,vertebra-column,5.189764662185492
teachingassistant,volcanoes-a1,6.138654771871747
teachingassistant,volcanoes-a3,5.993401037460631
teachingassistant,volcanoes-a4,5.604977375910983
teachingassistant,volcanoes-d1,9.528014706460871
teachingassistant,wall-robot-navigation,2.886850730440973
teachingassistant,waveform-5000,8.212560285241917
teachingassistant,wine-quality-white,8.279780299295519
teachingassistant,wine,4.631445826298646
teachingassistant,zoo,6.692091050612024
thyroid-allbp,abalone,6.734917645250166
thyroid-allbp,artificial-characters,9.540309687503566
thyroid-allbp,balance-scale,5.345378276306242
thyroid-allbp,breast-tissue,5.177840498289282
thyroid-allbp,car,4.564385188532196
thyroid-allbp,cardiotocography,6.254726917816117
thyroid-allbp,cmc,5.836438501148043
thyroid-allbp,cnae-9,8.416286065403357
thyroid-allbp,collins,7.882414434293036
thyroid-allbp,covertype,9.821415794861354
thyroid-allbp,desharnais,5.665435248655729
thyroid-allbp,diggle_table_a2,6.953140281945973
thyroid-allbp,ecoli,5.842288971211605
thyroid-allbp,energy-efficiency,8.068455596276355
thyroid-allbp,eye_movements,9.40807220060868
thyroid-allbp,fabert,9.540289693626042
thyroid-allbp,fars,9.748223235702852
thyroid-allbp,fashion-mnist,9.830385805828724
thyroid-allbp,gas-drift-different-concentrations,7.725507917471515
thyroid-allbp,gas-drift,7.491025308666806
thyroid-allbp,gina_prior2,8.983038752972124
thyroid-allbp,glass,5.445276704577875
thyroid-allbp,har,8.20094060352727
thyroid-allbp,hayes-roth,5.729371094525896
thyroid-allbp,heart-long-beach,5.099318821502681
thyroid-allbp,heart-switzerland,5.7959475777436875
thyroid-allbp,helena,9.827335703273349
thyroid-allbp,indian_pines,9.018693680237071
thyroid-allbp,iris,7.504126760122183
thyroid-allbp,jannis,9.815131318180546
thyroid-allbp,japanesevowels,5.647338536775645
thyroid-allbp,jungle_chess_2pcs_endgame_panther_elephant,6.534326041604035
thyroid-allbp,jungle_chess_2pcs_raw_endgame_complete,9.631481163694067
thyroid-allbp,leaf,7.917233811169535
thyroid-allbp,led-display-domain-7digit,7.023423564124698
thyroid-allbp,mfeat-factors,6.338015938255108
thyroid-allbp,mfeat-fourier,5.714005236730343
thyroid-allbp,mfeat-karhunen,5.468601181970494
thyroid-allbp,mfeat-morphological,6.538179656430514
thyroid-allbp,mfeat-pixel,6.729886943800646
thyroid-allbp,microaggregation2,8.44253607598651
thyroid-allbp,nursery,7.382922628772235
thyroid-allbp,page-blocks,5.882247200317122
thyroid-allbp,pokerhand,9.823161018894176
thyroid-allbp,popularkids,5.047712027991033
thyroid-allbp,prnn_fglass,5.445276704577866
thyroid-allbp,prnn_viruses,6.191675394589195
thyroid-allbp,rmftsa_sleepdata,5.456506983909094
thyroid-allbp,robot-failures-lp1,5.819599257961029
thyroid-allbp,robot-failures-lp5,5.576678020972488
thyroid-allbp,satimage,8.073082138316588
thyroid-allbp,seeds,5.9385000618078845
thyroid-allbp,segment,5.162177423503618
thyroid-allbp,seismic-bumps,5.9385000618078845
thyroid-allbp,semeion,5.636220935009629
thyroid-allbp,shuttle,9.822981157887057
thyroid-allbp,spectrometer,6.287638499123285
thyroid-allbp,steel-plates-fault,3.5188219009922728
thyroid-allbp,synthetic_control,6.7660426029887315
thyroid-allbp,tae,5.972779912838965
thyroid-allbp,tamilnadu-electricity,9.34698821505491
thyroid-allbp,teachingassistant,6.070183829342089
thyroid-allbp,thyroid-allbp,0.0
thyroid-allbp,thyroid-allhyper,0.0
thyroid-allbp,user-knowledge,5.9045380370757305
thyroid-allbp,vehicle,5.873094450588915
thyroid-allbp,vertebra-column,6.263697614798303
thyroid-allbp,volcanoes-a1,5.79938970570931
thyroid-allbp,volcanoes-a3,4.523214083301409
thyroid-allbp,volcanoes-a4,4.4095260274786
thyroid-allbp,volcanoes-d1,9.821418975537211
thyroid-allbp,wall-robot-navigation,5.574370052629519
thyroid-allbp,waveform-5000,9.04099433891572
thyroid-allbp,wine-quality-white,8.764931151704255
thyroid-allbp,wine,6.025552579241401
thyroid-allbp,zoo,7.454931198408148
thyroid-allhyper,abalone,6.734917645250166
thyroid-allhyper,artificial-characters,9.540309687503566
thyroid-allhyper,balance-scale,5.345378276306242
thyroid-allhyper,breast-tissue,5.177840498289282
thyroid-allhyper,car,4.564385188532196
thyroid-allhyper,cardiotocography,6.254726917816117
thyroid-allhyper,cmc,5.836438501148043
thyroid-allhyper,cnae-9,8.416286065403357
thyroid-allhyper,collins,7.882414434293036
thyroid-allhyper,covertype,9.821415794861354
thyroid-allhyper,desharnais,5.665435248655729
thyroid-allhyper,diggle_table_a2,6.953140281945973
thyroid-allhyper,ecoli,5.842288971211605
thyroid-allhyper,energy-efficiency,8.068455596276355
thyroid-allhyper,eye_movements,9.40807220060868
thyroid-allhyper,fabert,9.540289693626042
thyroid-allhyper,fars,9.748223235702852
thyroid-allhyper,fashion-mnist,9.830385805828724
thyroid-allhyper,gas-drift-different-concentrations,7.725507917471515
thyroid-allhyper,gas-drift,7.491025308666806
thyroid-allhyper,gina_prior2,8.983038752972124
thyroid-allhyper,glass,5.445276704577875
thyroid-allhyper,har,8.20094060352727
thyroid-allhyper,hayes-roth,5.729371094525896
thyroid-allhyper,heart-long-beach,5.099318821502681
thyroid-allhyper,heart-switzerland,5.7959475777436875
thyroid-allhyper,helena,9.827335703273349
thyroid-allhyper,indian_pines,9.018693680237071
thyroid-allhyper,iris,7.504126760122183
thyroid-allhyper,jannis,9.815131318180546
thyroid-allhyper,japanesevowels,5.647338536775645
thyroid-allhyper,jungle_chess_2pcs_endgame_panther_elephant,6.534326041604035
thyroid-allhyper,jungle_chess_2pcs_raw_endgame_complete,9.631481163694067
thyroid-allhyper,leaf,7.917233811169535
thyroid-allhyper,led-display-domain-7digit,7.023423564124698
thyroid-allhyper,mfeat-factors,6.338015938255108
thyroid-allhyper,mfeat-fourier,5.714005236730343
thyroid-allhyper,mfeat-karhunen,5.468601181970494
thyroid-allhyper,mfeat-morphological,6.538179656430514
thyroid-allhyper,mfeat-pixel,6.729886943800646
thyroid-allhyper,microaggregation2,8.44253607598651
thyroid-allhyper,nursery,7.382922628772235
thyroid-allhyper,page-blocks,5.882247200317122
thyroid-allhyper,pokerhand,9.823161018894176
thyroid-allhyper,popularkids,5.047712027991033
thyroid-allhyper,prnn_fglass,5.445276704577866
thyroid-allhyper,prnn_viruses,6.191675394589195
thyroid-allhyper,rmftsa_sleepdata,5.456506983909094
thyroid-allhyper,robot-failures-lp1,5.819599257961029
thyroid-allhyper,robot-failures-lp5,5.576678020972488
thyroid-allhyper,satimage,8.073082138316588
thyroid-allhyper,seeds,5.9385000618078845
thyroid-allhyper,segment,5.162177423503618
thyroid-allhyper,seismic-bumps,5.9385000618078845
thyroid-allhyper,semeion,5.636220935009629
thyroid-allhyper,shuttle,9.822981157887057
thyroid-allhyper,spectrometer,6.287638499123285
thyroid-allhyper,steel-plates-fault,3.5188219009922728
thyroid-allhyper,synthetic_control,6.7660426029887315
thyroid-allhyper,tae,5.972779912838965
thyroid-allhyper,tamilnadu-electricity,9.34698821505491
thyroid-allhyper,teachingassistant,6.070183829342089
thyroid-allhyper,thyroid-allbp,0.0
thyroid-allhyper,thyroid-allhyper,0.0
thyroid-allhyper,user-knowledge,5.9045380370757305
thyroid-allhyper,vehicle,5.873094450588915
thyroid-allhyper,vertebra-column,6.263697614798303
thyroid-allhyper,volcanoes-a1,5.79938970570931
thyroid-allhyper,volcanoes-a3,4.523214083301409
thyroid-allhyper,volcanoes-a4,4.4095260274786
thyroid-allhyper,volcanoes-d1,9.821418975537211
thyroid-allhyper,wall-robot-navigation,5.574370052629519
thyroid-allhyper,waveform-5000,9.04099433891572
thyroid-allhyper,wine-quality-white,8.764931151704255
thyroid-allhyper,wine,6.025552579241401
thyroid-allhyper,zoo,7.454931198408148
user-knowledge,abalone,5.547728632787469
user-knowledge,artificial-characters,9.0757732157483
user-knowledge,balance-scale,4.675570743542332
user-knowledge,breast-tissue,4.0058158776958575
user-knowledge,car,5.673812438193793
user-knowledge,cardiotocography,4.161295735759066
user-knowledge,cmc,5.94912786483144
user-knowledge,cnae-9,7.545835682510171
user-knowledge,collins,7.403707769703059
user-knowledge,covertype,9.401926016422465
user-knowledge,desharnais,4.66290153591972
user-knowledge,diggle_table_a2,5.705553523521871
user-knowledge,ecoli,5.069501376913869
user-knowledge,energy-efficiency,7.733993560291177
user-knowledge,eye_movements,9.110342576393986
user-knowledge,fabert,9.34114184340876
user-knowledge,fars,9.384869639111226
user-knowledge,fashion-mnist,9.361085915063137
user-knowledge,gas-drift-different-concentrations,6.578639194993083
user-knowledge,gas-drift,6.60577665478851
user-knowledge,gina_prior2,7.538240489260929
user-knowledge,glass,4.9583651745171435
user-knowledge,har,8.799903546476989
user-knowledge,hayes-roth,5.253177967569432
user-knowledge,heart-long-beach,5.093998792491325
user-knowledge,heart-switzerland,4.945931745245744
user-knowledge,helena,9.411553584072442
user-knowledge,indian_pines,8.5105972922823
user-knowledge,iris,6.3140158564188
user-knowledge,jannis,9.392061662635303
user-knowledge,japanesevowels,5.648361863747916
user-knowledge,jungle_chess_2pcs_endgame_panther_elephant,3.1667701363347285
user-knowledge,jungle_chess_2pcs_raw_endgame_complete,9.033285207489925
user-knowledge,leaf,6.927874186675776
user-knowledge,led-display-domain-7digit,5.573174537138664
user-knowledge,mfeat-factors,5.08106398644148
user-knowledge,mfeat-fourier,4.285241064627572
user-knowledge,mfeat-karhunen,5.2206195513059335
user-knowledge,mfeat-morphological,5.1771452982459625
user-knowledge,mfeat-pixel,5.891958258547143
user-knowledge,microaggregation2,8.305800329532335
user-knowledge,nursery,6.5280447385520795
user-knowledge,page-blocks,7.061826073046597
user-knowledge,pokerhand,9.39734423049109
user-knowledge,popularkids,4.8209323087447675
user-knowledge,prnn_fglass,4.958365174517154
user-knowledge,prnn_viruses,2.5541889727660108
user-knowledge,rmftsa_sleepdata,4.6381378207070725
user-knowledge,robot-failures-lp1,3.346406016664224
user-knowledge,robot-failures-lp5,3.9021484654338905
user-knowledge,satimage,8.39989279412098
user-knowledge,seeds,4.654302777709151
user-knowledge,segment,4.7190503973685045
user-knowledge,seismic-bumps,4.654302777709151
user-knowledge,semeion,4.300331148761284
user-knowledge,shuttle,9.404435724143294
user-knowledge,spectrometer,6.133011679032968
user-knowledge,steel-plates-fault,4.424906020874331
user-knowledge,synthetic_control,7.458831025797027
user-knowledge,tae,5.577748919155637
user-knowledge,tamilnadu-electricity,9.10691099796297
user-knowledge,teachingassistant,5.817189425029322
user-knowledge,thyroid-allbp,5.9045380370757305
user-knowledge,thyroid-allhyper,5.9045380370757305
user-knowledge,user-knowledge,0.0
user-knowledge,vehicle,4.547285292558632
user-knowledge,vertebra-column,4.81907570430599
user-knowledge,volcanoes-a1,5.6190642911404085
user-knowledge,volcanoes-a3,4.755968301596995
user-knowledge,volcanoes-a4,4.723364256988245
user-knowledge,volcanoes-d1,9.401931028035206
user-knowledge,wall-robot-navigation,4.172450536506057
user-knowledge,waveform-5000,7.925361928733577
user-knowledge,wine-quality-white,7.840569900514508
user-knowledge,wine,3.9399063160318746
user-knowledge,zoo,5.587971090780769
vehicle,abalone,6.301245152976989
vehicle,artificial-characters,9.094613759106101
vehicle,balance-scale,4.578086163622409
vehicle,breast-tissue,4.946614026948015
vehicle,car,5.65177273842091
vehicle,cardiotocography,4.025002110130094
vehicle,cmc,4.411096834522374
vehicle,cnae-9,7.861069860444423
vehicle,collins,7.661312857763126
vehicle,covertype,9.38077315394683
vehicle,desharnais,3.9619025325287995
vehicle,diggle_table_a2,6.157070871920868
vehicle,ecoli,6.5914780669356245
vehicle,energy-efficiency,7.724592952728042
vehicle,eye_movements,8.954247661148454
vehicle,fabert,9.241900933868305
vehicle,fars,9.394358382541144
vehicle,fashion-mnist,9.404865131031693
vehicle,gas-drift-different-concentrations,6.596363337487909
vehicle,gas-drift,6.971219329683321
vehicle,gina_prior2,8.162853955657418
vehicle,glass,4.168662271217714
vehicle,har,7.406717793295641
vehicle,hayes-roth,5.1566960179811945
vehicle,heart-long-beach,3.945525031894084
vehicle,heart-switzerland,3.758817766931589
vehicle,helena,9.375073768181712
vehicle,indian_pines,8.000545029020762
vehicle,iris,6.425507807858966
vehicle,jannis,9.385573421137211
vehicle,japanesevowels,6.031782414274944
vehicle,jungle_chess_2pcs_endgame_panther_elephant,4.955788738064386
vehicle,jungle_chess_2pcs_raw_endgame_complete,9.038248413993248
vehicle,leaf,6.616960679175002
vehicle,led-display-domain-7digit,6.2593610622051985
vehicle,mfeat-factors,4.074088508433088
vehicle,mfeat-fourier,3.4674575432998322
vehicle,mfeat-karhunen,4.722747571396321
vehicle,mfeat-morphological,2.7523947071505304
vehicle,mfeat-pixel,6.330315099402085
vehicle,microaggregation2,8.166326736360952
vehicle,nursery,7.1842226946758645
vehicle,page-blocks,5.528401326734035
vehicle,pokerhand,9.378996636682476
vehicle,popularkids,3.829425792285799
vehicle,prnn_fglass,4.1686622712177
vehicle,prnn_viruses,4.688896684726581
vehicle,rmftsa_sleepdata,4.419742026350987
vehicle,robot-failures-lp1,4.251650140177927
vehicle,robot-failures-lp5,4.905487332817238
vehicle,satimage,8.2970750014523
vehicle,seeds,4.854548084250349
vehicle,segment,6.359165942420032
vehicle,seismic-bumps,4.854548084250349
vehicle,semeion,5.106346218299065
vehicle,shuttle,9.379392623028036
vehicle,spectrometer,6.1535428079553185
vehicle,steel-plates-fault,5.399214144632329
vehicle,synthetic_control,6.263037180684272
vehicle,tae,4.608808532224051
vehicle,tamilnadu-electricity,8.88297467054907
vehicle,teachingassistant,4.836947752888383
vehicle,thyroid-allbp,5.873094450588915
vehicle,thyroid-allhyper,5.873094450588915
vehicle,user-knowledge,4.547285292558632
vehicle,vehicle,0.0
vehicle,vertebra-column,2.0240014957389723
vehicle,volcanoes-a1,5.562458282091862
vehicle,volcanoes-a3,5.191068744893744
vehicle,volcanoes-a4,4.7780468490300505
vehicle,volcanoes-d1,9.380770594815077
vehicle,wall-robot-navigation,3.976012414234462
vehicle,waveform-5000,7.745388474328987
vehicle,wine-quality-white,7.9309605496883195
vehicle,wine,5.253526936584285
vehicle,zoo,6.758874427764087
vertebra-column,abalone,6.741580082503628
vertebra-column,artificial-characters,9.23833740145835
vertebra-column,balance-scale,4.769103351429342
vertebra-column,breast-tissue,4.744566964792566
vertebra-column,car,5.623693901318773
vertebra-column,cardiotocography,5.163491187670076
vertebra-column,cmc,5.852629974537612
vertebra-column,cnae-9,7.639341529114225
vertebra-column,collins,7.954398111761432
vertebra-column,covertype,9.569876492343743
vertebra-column,desharnais,3.6406852959330713
vertebra-column,diggle_table_a2,6.578526968515659
vertebra-column,ecoli,6.910660630173688
vertebra-column,energy-efficiency,7.952929191507525
vertebra-column,eye_movements,9.152933656932108
vertebra-column,fabert,9.421054866688314
vertebra-column,fars,9.66389883517952
vertebra-column,fashion-mnist,9.618186847140331
vertebra-column,gas-drift-different-concentrations,6.740258820370665
vertebra-column,gas-drift,7.088023564905153
vertebra-column,gina_prior2,8.918267544905241
vertebra-column,glass,4.813076015887429
vertebra-column,har,7.558357941419398
vertebra-column,hayes-roth,4.947965811622827
vertebra-column,heart-long-beach,5.250298441579493
vertebra-column,heart-switzerland,5.0947142019084035
vertebra-column,helena,9.560460890514115
vertebra-column,indian_pines,7.933910010980321
vertebra-column,iris,7.012292422828206
vertebra-column,jannis,9.57823864252062
vertebra-column,japanesevowels,6.4599400617189175
vertebra-column,jungle_chess_2pcs_endgame_panther_elephant,5.838684326778772
vertebra-column,jungle_chess_2pcs_raw_endgame_complete,9.259719521938925
vertebra-column,leaf,6.92143279886389
vertebra-column,led-display-domain-7digit,6.189875356819907
vertebra-column,mfeat-factors,4.634778616255201
vertebra-column,mfeat-fourier,3.7666972437934056
vertebra-column,mfeat-karhunen,4.970382621859649
vertebra-column,mfeat-morphological,1.8386574639267048
vertebra-column,mfeat-pixel,6.551423646446001
vertebra-column,microaggregation2,8.125653939255816
vertebra-column,nursery,7.630607523383485
vertebra-column,page-blocks,5.868728688431278
vertebra-column,pokerhand,9.56789071853465
vertebra-column,popularkids,5.13744775621381
vertebra-column,prnn_fglass,4.813076015887423
vertebra-column,prnn_viruses,5.206966807594464
vertebra-column,rmftsa_sleepdata,5.02997050072756
vertebra-column,robot-failures-lp1,3.8217394982883715
vertebra-column,robot-failures-lp5,4.61361866850958
vertebra-column,satimage,8.388101088267803
vertebra-column,seeds,4.594700282510734
vertebra-column,segment,6.306307582979163
vertebra-column,seismic-bumps,4.594700282510734
vertebra-column,semeion,5.793229817362231
vertebra-column,shuttle,9.567552087255619
vertebra-column,spectrometer,6.404248797602045
vertebra-column,steel-plates-fault,6.033147047191417
vertebra-column,synthetic_control,6.7005723123892444
vertebra-column,tae,5.585026981244796
vertebra-column,tamilnadu-electricity,8.999332221270489
vertebra-column,teachingassistant,5.189764662185492
vertebra-column,thyroid-allbp,6.263697614798303
vertebra-column,thyroid-allhyper,6.263697614798303
vertebra-column,user-knowledge,4.81907570430599
vertebra-column,vehicle,2.0240014957389723
vertebra-column,vertebra-column,0.0
vertebra-column,volcanoes-a1,5.99360648280912
vertebra-column,volcanoes-a3,5.53071261659282
vertebra-column,volcanoes-a4,5.165875183967129
vertebra-column,volcanoes-d1,9.569872085565956
vertebra-column,wall-robot-navigation,4.3312134896411205
vertebra-column,waveform-5000,7.959218373128859
vertebra-column,wine-quality-white,8.407738476886191
vertebra-column,wine,5.322493437227736
vertebra-column,zoo,6.751591411812119
volcanoes-a1,abalone,5.4462793504293145
volcanoes-a1,artificial-characters,9.13410854993737
volcanoes-a1,balance-scale,4.667855416957063
volcanoes-a1,breast-tissue,5.106393995862967
volcanoes-a1,car,4.652730000150839
volcanoes-a1,cardiotocography,5.417842927931033
volcanoes-a1,cmc,4.902537687119671
volcanoes-a1,cnae-9,7.47305651421759
volcanoes-a1,collins,7.591101457851617
volcanoes-a1,covertype,9.537546283221381
volcanoes-a1,desharnais,5.3466233927592635
